FIPStxt,State,Area_Name,POP_ESTIMATE_2019
18097,IN,Marion County,"964,582"
18099,IN,Marshall County,"46,258"
18101,IN,Martin County,"10,255"
18103,IN,Miami County,"35,516"
18105,IN,Monroe County,"148,431"
18107,IN,Montgomery County,"38,338"
18109,IN,Morgan County,"70,489"
18111,IN,Newton County,"13,984"
18113,IN,Noble County,"47,744"
18115,IN,Ohio County,"5,875"
18117,IN,Orange County,"19,646"
18119,IN,Owen County,"20,799"
18121,IN,Parke County,"16,937"
18123,IN,Perry County,"19,169"
18125,IN,Pike County,"12,389"
18127,IN,Porter County,"170,389"
18129,IN,Posey County,"25,427"
18131,IN,Pulaski County,"12,353"
18133,IN,Putnam County,"37,576"
18135,IN,Randolph County,"24,665"
18137,IN,Ripley County,"28,324"
18139,IN,Rush County,"16,581"
18141,IN,St. Joseph County,"271,826"
18143,IN,Scott County,"23,873"
18145,IN,Shelby County,"44,729"
18147,IN,Spencer County,"20,277"
18149,IN,Starke County,"22,995"
18151,IN,Steuben County,"34,594"
18153,IN,Sullivan County,"20,669"
18155,IN,Switzerland County,"10,751"
18157,IN,Tippecanoe County,"195,732"
18159,IN,Tipton County,"15,148"
18161,IN,Union County,"7,054"
18163,IN,Vanderburgh County,"181,451"
18165,IN,Vermillion County,"15,498"
18167,IN,Vigo County,"107,038"
18169,IN,Wabash County,"30,996"
18171,IN,Warren County,"8,265"
18173,IN,Warrick County,"62,998"
18175,IN,Washington County,"28,036"
18177,IN,Wayne County,"65,884"
18179,IN,Wells County,"28,296"
18181,IN,White County,"24,102"
18183,IN,Whitley County,"33,964"
19000,IA,Iowa,"3,155,070"
19001,IA,Adair County,"7,152"
19003,IA,Adams County,"3,602"
19005,IA,Allamakee County,"13,687"
19007,IA,Appanoose County,"12,426"
19009,IA,Audubon County,"5,496"
19011,IA,Benton County,"25,645"
19013,IA,Black Hawk County,"131,228"
19015,IA,Boone County,"26,234"
19017,IA,Bremer County,"25,062"
19019,IA,Buchanan County,"21,175"
19021,IA,Buena Vista County,"19,620"
19023,IA,Butler County,"14,439"
19025,IA,Calhoun County,"9,668"
19027,IA,Carroll County,"20,165"
19029,IA,Cass County,"12,836"
19031,IA,Cedar County,"18,627"
19033,IA,Cerro Gordo County,"42,450"
19035,IA,Cherokee County,"11,235"
19037,IA,Chickasaw County,"11,933"
19039,IA,Clarke County,"9,395"
19041,IA,Clay County,"16,016"
19043,IA,Clayton County,"17,549"
19045,IA,Clinton County,"46,429"
19047,IA,Crawford County,"16,820"
19049,IA,Dallas County,"93,453"
19051,IA,Davis County,"9,000"
19053,IA,Decatur County,"7,870"
19055,IA,Delaware County,"17,011"
19057,IA,Des Moines County,"38,967"
19059,IA,Dickinson County,"17,258"
19061,IA,Dubuque County,"97,311"
19063,IA,Emmet County,"9,208"
19065,IA,Fayette County,"19,650"
19067,IA,Floyd County,"15,642"
19069,IA,Franklin County,"10,070"
19071,IA,Fremont County,"6,960"
19073,IA,Greene County,"8,888"
19075,IA,Grundy County,"12,232"
19077,IA,Guthrie County,"10,689"
19079,IA,Hamilton County,"14,773"
19081,IA,Hancock County,"10,630"
19083,IA,Hardin County,"16,846"
19085,IA,Harrison County,"14,049"
19087,IA,Henry County,"19,954"
19089,IA,Howard County,"9,158"
19091,IA,Humboldt County,"9,558"
19093,IA,Ida County,"6,860"
19095,IA,Iowa County,"16,184"
19097,IA,Jackson County,"19,439"
19099,IA,Jasper County,"37,185"
19101,IA,Jefferson County,"18,295"
19103,IA,Johnson County,"151,140"
19105,IA,Jones County,"20,681"
19107,IA,Keokuk County,"10,246"
19109,IA,Kossuth County,"14,813"
19111,IA,Lee County,"33,657"
19113,IA,Linn County,"226,706"
19115,IA,Louisa County,"11,035"
19117,IA,Lucas County,"8,600"
19119,IA,Lyon County,"11,755"
19121,IA,Madison County,"16,338"
19123,IA,Mahaska County,"22,095"
19125,IA,Marion County,"33,253"
19127,IA,Marshall County,"39,369"
19129,IA,Mills County,"15,109"
19131,IA,Mitchell County,"10,586"
19133,IA,Monona County,"8,615"
19135,IA,Monroe County,"7,707"
19137,IA,Montgomery County,"9,917"
19139,IA,Muscatine County,"42,664"
19141,IA,O'Brien County,"13,753"
19143,IA,Osceola County,"5,958"
19145,IA,Page County,"15,107"
19147,IA,Palo Alto County,"8,886"
19149,IA,Plymouth County,"25,177"
19151,IA,Pocahontas County,"6,619"
19153,IA,Polk County,"490,161"
19155,IA,Pottawattamie County,"93,206"
19157,IA,Poweshiek County,"18,504"
19159,IA,Ringgold County,"4,894"
19161,IA,Sac County,"9,721"
19163,IA,Scott County,"172,943"
19165,IA,Shelby County,"11,454"
19167,IA,Sioux County,"34,855"
19169,IA,Story County,"97,117"
19171,IA,Tama County,"16,854"
19173,IA,Taylor County,"6,121"
19175,IA,Union County,"12,241"
19177,IA,Van Buren County,"7,044"
19179,IA,Wapello County,"34,969"
19181,IA,Warren County,"51,466"
19183,IA,Washington County,"21,965"
19185,IA,Wayne County,"6,441"
19187,IA,Webster County,"35,904"
19189,IA,Winnebago County,"10,354"
19191,IA,Winneshiek County,"19,991"
19193,IA,Woodbury County,"103,107"
19195,IA,Worth County,"7,381"
19197,IA,Wright County,"12,562"
20000,KS,Kansas,"2,913,314"
20001,KS,Allen County,"12,369"
20003,KS,Anderson County,"7,858"
20005,KS,Atchison County,"16,073"
20007,KS,Barber County,"4,427"
20009,KS,Barton County,"25,779"
20011,KS,Bourbon County,"14,534"
20013,KS,Brown County,"9,564"
20015,KS,Butler County,"66,911"
20017,KS,Chase County,"2,648"
20019,KS,Chautauqua County,"3,250"
20021,KS,Cherokee County,"19,939"
20023,KS,Cheyenne County,"2,657"
20025,KS,Clark County,"1,994"
20027,KS,Clay County,"8,002"
20029,KS,Cloud County,"8,786"
20031,KS,Coffey County,"8,179"
20033,KS,Comanche County,"1,700"
20035,KS,Cowley County,"34,908"
20037,KS,Crawford County,"38,818"
20039,KS,Decatur County,"2,827"
20041,KS,Dickinson County,"18,466"
20043,KS,Doniphan County,"7,600"
20045,KS,Douglas County,"122,259"
20047,KS,Edwards County,"2,798"
20049,KS,Elk County,"2,530"
20051,KS,Ellis County,"28,553"
20053,KS,Ellsworth County,"6,102"
20055,KS,Finney County,"36,467"
20057,KS,Ford County,"33,619"
20059,KS,Franklin County,"25,544"
20061,KS,Geary County,"31,670"
20063,KS,Gove County,"2,636"
20065,KS,Graham County,"2,482"
20067,KS,Grant County,"7,150"
20069,KS,Gray County,"5,988"
20071,KS,Greeley County,"1,232"
20073,KS,Greenwood County,"5,982"
20075,KS,Hamilton County,"2,539"
20077,KS,Harper County,"5,436"
20079,KS,Harvey County,"34,429"
20081,KS,Haskell County,"3,968"
20083,KS,Hodgeman County,"1,794"
20085,KS,Jackson County,"13,171"
20087,KS,Jefferson County,"19,043"
20089,KS,Jewell County,"2,879"
20091,KS,Johnson County,"602,401"
20093,KS,Kearny County,"3,838"
20095,KS,Kingman County,"7,152"
20097,KS,Kiowa County,"2,475"
20099,KS,Labette County,"19,618"
20101,KS,Lane County,"1,535"
20103,KS,Leavenworth County,"81,758"
20105,KS,Lincoln County,"2,962"
20107,KS,Linn County,"9,703"
20109,KS,Logan County,"2,794"
20111,KS,Lyon County,"33,195"
20113,KS,McPherson County,"28,542"
20115,KS,Marion County,"11,884"
20117,KS,Marshall County,"9,707"
20119,KS,Meade County,"4,033"
20121,KS,Miami County,"34,237"
20123,KS,Mitchell County,"5,979"
20125,KS,Montgomery County,"31,829"
20127,KS,Morris County,"5,620"
20129,KS,Morton County,"2,587"
20131,KS,Nemaha County,"10,231"
20133,KS,Neosho County,"16,007"
20135,KS,Ness County,"2,750"
20137,KS,Norton County,"5,361"
20139,KS,Osage County,"15,949"
20141,KS,Osborne County,"3,421"
20143,KS,Ottawa County,"5,704"
20145,KS,Pawnee County,"6,414"
20147,KS,Phillips County,"5,234"
20149,KS,Pottawatomie County,"24,383"
20151,KS,Pratt County,"9,164"
20153,KS,Rawlins County,"2,530"
20155,KS,Reno County,"61,998"
20157,KS,Republic County,"4,636"
20159,KS,Rice County,"9,537"
20161,KS,Riley County,"74,232"
20163,KS,Rooks County,"4,920"
20165,KS,Rush County,"3,036"
20167,KS,Russell County,"6,856"
20169,KS,Saline County,"54,224"
20171,KS,Scott County,"4,823"
20173,KS,Sedgwick County,"516,042"
20175,KS,Seward County,"21,428"
20177,KS,Shawnee County,"176,875"
20179,KS,Sheridan County,"2,521"
20181,KS,Sherman County,"5,917"
20183,KS,Smith County,"3,583"
20185,KS,Stafford County,"4,156"
20187,KS,Stanton County,"2,006"
20189,KS,Stevens County,"5,485"
20191,KS,Sumner County,"22,836"
20193,KS,Thomas County,"7,777"
20195,KS,Trego County,"2,803"
20197,KS,Wabaunsee County,"6,931"
20199,KS,Wallace County,"1,518"
20201,KS,Washington County,"5,406"
20203,KS,Wichita County,"2,119"
20205,KS,Wilson County,"8,525"
20207,KS,Woodson County,"3,138"
20209,KS,Wyandotte County,"165,429"
21000,KY,Kentucky,"4,467,673"
21001,KY,Adair County,"19,202"
21003,KY,Allen County,"21,315"
21005,KY,Anderson County,"22,747"
21007,KY,Ballard County,"7,888"
21009,KY,Barren County,"44,249"
21011,KY,Bath County,"12,500"
21013,KY,Bell County,"26,032"
21015,KY,Boone County,"133,581"
21017,KY,Bourbon County,"19,788"
21019,KY,Boyd County,"46,718"
21021,KY,Boyle County,"30,060"
21023,KY,Bracken County,"8,303"
21025,KY,Breathitt County,"12,630"
21027,KY,Breckinridge County,"20,477"
21029,KY,Bullitt County,"81,676"
21031,KY,Butler County,"12,879"
21033,KY,Caldwell County,"12,747"
21035,KY,Calloway County,"39,001"
21037,KY,Campbell County,"93,584"
21039,KY,Carlisle County,"4,760"
21041,KY,Carroll County,"10,631"
21043,KY,Carter County,"26,797"
21045,KY,Casey County,"16,159"
21047,KY,Christian County,"70,461"
21049,KY,Clark County,"36,263"
21051,KY,Clay County,"19,901"
21053,KY,Clinton County,"10,218"
21055,KY,Crittenden County,"8,806"
21057,KY,Cumberland County,"6,614"
21059,KY,Daviess County,"101,511"
21061,KY,Edmonson County,"12,150"
21063,KY,Elliott County,"7,517"
21065,KY,Estill County,"14,106"
21067,KY,Fayette County,"323,152"
21069,KY,Fleming County,"14,581"
21071,KY,Floyd County,"35,589"
21073,KY,Franklin County,"50,991"
21075,KY,Fulton County,"5,969"
21077,KY,Gallatin County,"8,869"
21079,KY,Garrard County,"17,666"
21081,KY,Grant County,"25,069"
21083,KY,Graves County,"37,266"
21085,KY,Grayson County,"26,427"
21087,KY,Green County,"10,941"
21089,KY,Greenup County,"35,098"
21091,KY,Hancock County,"8,722"
21093,KY,Hardin County,"110,958"
21095,KY,Harlan County,"26,010"
21097,KY,Harrison County,"18,886"
21099,KY,Hart County,"19,035"
21101,KY,Henderson County,"45,210"
21103,KY,Henry County,"16,126"
21105,KY,Hickman County,"4,380"
21107,KY,Hopkins County,"44,686"
21109,KY,Jackson County,"13,329"
21111,KY,Jefferson County,"766,757"
21113,KY,Jessamine County,"54,115"
21115,KY,Johnson County,"22,188"
21117,KY,Kenton County,"166,998"
21119,KY,Knott County,"14,806"
21121,KY,Knox County,"31,145"
21123,KY,Larue County,"14,398"
21125,KY,Laurel County,"60,813"
21127,KY,Lawrence County,"15,317"
21129,KY,Lee County,"7,403"
21131,KY,Leslie County,"9,877"
21133,KY,Letcher County,"21,553"
21135,KY,Lewis County,"13,275"
21137,KY,Lincoln County,"24,549"
21139,KY,Livingston County,"9,194"
21141,KY,Logan County,"27,102"
21143,KY,Lyon County,"8,210"
21145,KY,McCracken County,"65,418"
21147,KY,McCreary County,"17,231"
21149,KY,McLean County,"9,207"
21151,KY,Madison County,"92,987"
21153,KY,Magoffin County,"12,161"
21155,KY,Marion County,"19,273"
21157,KY,Marshall County,"31,100"
21159,KY,Martin County,"11,195"
21161,KY,Mason County,"17,070"
21163,KY,Meade County,"28,572"
21165,KY,Menifee County,"6,489"
21167,KY,Mercer County,"21,933"
21169,KY,Metcalfe County,"10,071"
21171,KY,Monroe County,"10,650"
21173,KY,Montgomery County,"28,157"
21175,KY,Morgan County,"13,309"
21177,KY,Muhlenberg County,"30,622"
21179,KY,Nelson County,"46,233"
21181,KY,Nicholas County,"7,269"
21183,KY,Ohio County,"23,994"
21185,KY,Oldham County,"66,799"
21187,KY,Owen County,"10,901"
21189,KY,Owsley County,"4,415"
21191,KY,Pendleton County,"14,590"
21193,KY,Perry County,"25,758"
21195,KY,Pike County,"57,876"
21197,KY,Powell County,"12,359"
21199,KY,Pulaski County,"64,979"
21201,KY,Robertson County,"2,108"
21203,KY,Rockcastle County,"16,695"
21205,KY,Rowan County,"24,460"
21207,KY,Russell County,"17,923"
21209,KY,Scott County,"57,004"
21211,KY,Shelby County,"49,024"
21213,KY,Simpson County,"18,572"
21215,KY,Spencer County,"19,351"
21217,KY,Taylor County,"25,769"
21219,KY,Todd County,"12,294"
21221,KY,Trigg County,"14,651"
21223,KY,Trimble County,"8,471"
21225,KY,Union County,"14,381"
21227,KY,Warren County,"132,896"
21229,KY,Washington County,"12,095"
21231,KY,Wayne County,"20,333"
21233,KY,Webster County,"12,942"
21235,KY,Whitley County,"36,264"
21237,KY,Wolfe County,"7,157"
21239,KY,Woodford County,"26,734"
22000,LA,Louisiana,"4,648,794"
22001,LA,Acadia Parish,"62,045"
22003,LA,Allen Parish,"25,627"
22005,LA,Ascension Parish,"126,604"
22007,LA,Assumption Parish,"21,891"
22009,LA,Avoyelles Parish,"40,144"
22011,LA,Beauregard Parish,"37,497"
22013,LA,Bienville Parish,"13,241"
22015,LA,Bossier Parish,"127,039"
22017,LA,Caddo Parish,"240,204"
22019,LA,Calcasieu Parish,"203,436"
22021,LA,Caldwell Parish,"9,918"
22023,LA,Cameron Parish,"6,973"
22025,LA,Catahoula Parish,"9,494"
22027,LA,Claiborne Parish,"15,670"
22029,LA,Concordia Parish,"19,259"
22031,LA,De Soto Parish,"27,463"
22033,LA,East Baton Rouge Parish,"440,059"
22035,LA,East Carroll Parish,"6,861"
22037,LA,East Feliciana Parish,"19,135"
22039,LA,Evangeline Parish,"33,395"
22041,LA,Franklin Parish,"20,015"
22043,LA,Grant Parish,"22,389"
22045,LA,Iberia Parish,"69,830"
22047,LA,Iberville Parish,"32,511"
22049,LA,Jackson Parish,"15,744"
22051,LA,Jefferson Parish,"432,493"
22053,LA,Jefferson Davis Parish,"31,368"
22055,LA,Lafayette Parish,"244,390"
22057,LA,Lafourche Parish,"97,614"
22059,LA,LaSalle Parish,"14,892"
22061,LA,Lincoln Parish,"46,742"
22063,LA,Livingston Parish,"140,789"
22065,LA,Madison Parish,"10,951"
22067,LA,Morehouse Parish,"24,874"
22069,LA,Natchitoches Parish,"38,158"
22071,LA,Orleans Parish,"390,144"
22073,LA,Ouachita Parish,"153,279"
22075,LA,Plaquemines Parish,"23,197"
22077,LA,Pointe Coupee Parish,"21,730"
22079,LA,Rapides Parish,"129,648"
22081,LA,Red River Parish,"8,442"
22083,LA,Richland Parish,"20,122"
22085,LA,Sabine Parish,"23,884"
22087,LA,St. Bernard Parish,"47,244"
22089,LA,St. Charles Parish,"53,100"
22091,LA,St. Helena Parish,"10,132"
22093,LA,St. James Parish,"21,096"
22095,LA,St. John the Baptist Parish,"42,837"
22097,LA,St. Landry Parish,"82,124"
22099,LA,St. Martin Parish,"53,431"
22101,LA,St. Mary Parish,"49,348"
22103,LA,St. Tammany Parish,"260,419"
22105,LA,Tangipahoa Parish,"134,758"
22107,LA,Tensas Parish,"4,334"
22109,LA,Terrebonne Parish,"110,461"
22111,LA,Union Parish,"22,108"
22113,LA,Vermilion Parish,"59,511"
22115,LA,Vernon Parish,"47,429"
22117,LA,Washington Parish,"46,194"
22119,LA,Webster Parish,"38,340"
22121,LA,West Baton Rouge Parish,"26,465"
22123,LA,West Carroll Parish,"10,830"
22125,LA,West Feliciana Parish,"15,568"
22127,LA,Winn Parish,"13,904"
23000,ME,Maine,"1,344,212"
23001,ME,Androscoggin County,"108,277"
23003,ME,Aroostook County,"67,055"
23005,ME,Cumberland County,"295,003"
23007,ME,Franklin County,"30,199"
23009,ME,Hancock County,"54,987"
23011,ME,Kennebec County,"122,302"
23013,ME,Knox County,"39,772"
23015,ME,Lincoln County,"34,634"
23017,ME,Oxford County,"57,975"
23019,ME,Penobscot County,"152,148"
23021,ME,Piscataquis County,"16,785"
23023,ME,Sagadahoc County,"35,856"
23025,ME,Somerset County,"50,484"
23027,ME,Waldo County,"39,715"
23029,ME,Washington County,"31,379"
23031,ME,York County,"207,641"
24000,MD,Maryland,"6,045,680"
24001,MD,Allegany County,"70,416"
24003,MD,Anne Arundel County,"579,234"
24005,MD,Baltimore County,"827,370"
24009,MD,Calvert County,"92,525"
24011,MD,Caroline County,"33,406"
24013,MD,Carroll County,"168,447"
24015,MD,Cecil County,"102,855"
24017,MD,Charles County,"163,257"
24019,MD,Dorchester County,"31,929"
24021,MD,Frederick County,"259,547"
24023,MD,Garrett County,"29,014"
24025,MD,Harford County,"255,441"
24027,MD,Howard County,"325,690"
24029,MD,Kent County,"19,422"
24031,MD,Montgomery County,"1,050,688"
24033,MD,Prince George's County,"909,327"
24035,MD,Queen Anne's County,"50,381"
24037,MD,St. Mary's County,"113,510"
24039,MD,Somerset County,"25,616"
24041,MD,Talbot County,"37,181"
24043,MD,Washington County,"151,049"
24045,MD,Wicomico County,"103,609"
24047,MD,Worcester County,"52,276"
24510,MD,Baltimore city,"593,490"
25000,MA,Massachusetts,"6,892,503"
25001,MA,Barnstable County,"212,990"
25003,MA,Berkshire County,"124,944"
25005,MA,Bristol County,"565,217"
25007,MA,Dukes County,"17,332"
25009,MA,Essex County,"789,034"
25011,MA,Franklin County,"70,180"
25013,MA,Hampden County,"466,372"
25015,MA,Hampshire County,"160,830"
25017,MA,Middlesex County,"1,611,699"
25019,MA,Nantucket County,"11,399"
25021,MA,Norfolk County,"706,775"
25023,MA,Plymouth County,"521,202"
25025,MA,Suffolk County,"803,907"
25027,MA,Worcester County,"830,622"
26000,MI,Michigan,"9,986,857"
26001,MI,Alcona County,"10,405"
26003,MI,Alger County,"9,108"
26005,MI,Allegan County,"118,081"
26007,MI,Alpena County,"28,405"
26009,MI,Antrim County,"23,324"
26011,MI,Arenac County,"14,883"
26013,MI,Baraga County,"8,209"
26015,MI,Barry County,"61,550"
26017,MI,Bay County,"103,126"
26019,MI,Benzie County,"17,766"
26021,MI,Berrien County,"153,401"
26023,MI,Branch County,"43,517"
26025,MI,Calhoun County,"134,159"
26027,MI,Cass County,"51,787"
26029,MI,Charlevoix County,"26,143"
26031,MI,Cheboygan County,"25,276"
26033,MI,Chippewa County,"37,349"
26035,MI,Clare County,"30,950"
26037,MI,Clinton County,"79,595"
26039,MI,Crawford County,"14,029"
26041,MI,Delta County,"35,784"
26043,MI,Dickinson County,"25,239"
26045,MI,Eaton County,"110,268"
26047,MI,Emmet County,"33,415"
26049,MI,Genesee County,"405,813"
26051,MI,Gladwin County,"25,449"
26053,MI,Gogebic County,"13,975"
26055,MI,Grand Traverse County,"93,088"
26057,MI,Gratiot County,"40,711"
26059,MI,Hillsdale County,"45,605"
26061,MI,Houghton County,"35,684"
26063,MI,Huron County,"30,981"
26065,MI,Ingham County,"292,406"
26067,MI,Ionia County,"64,697"
26069,MI,Iosco County,"25,127"
26071,MI,Iron County,"11,066"
26073,MI,Isabella County,"69,872"
26075,MI,Jackson County,"158,510"
26077,MI,Kalamazoo County,"265,066"
26079,MI,Kalkaska County,"18,038"
26081,MI,Kent County,"656,955"
26083,MI,Keweenaw County,"2,116"
26085,MI,Lake County,"11,853"
26087,MI,Lapeer County,"87,607"
26089,MI,Leelanau County,"21,761"
26091,MI,Lenawee County,"98,451"
26093,MI,Livingston County,"191,995"
26095,MI,Luce County,"6,229"
26097,MI,Mackinac County,"10,799"
26099,MI,Macomb County,"873,972"
26101,MI,Manistee County,"24,558"
26103,MI,Marquette County,"66,699"
26105,MI,Mason County,"29,144"
26107,MI,Mecosta County,"43,453"
26109,MI,Menominee County,"22,780"
26111,MI,Midland County,"83,156"
26113,MI,Missaukee County,"15,118"
26115,MI,Monroe County,"150,500"
26117,MI,Montcalm County,"63,888"
26119,MI,Montmorency County,"9,328"
26121,MI,Muskegon County,"173,566"
26123,MI,Newaygo County,"48,980"
26125,MI,Oakland County,"1,257,584"
26127,MI,Oceana County,"26,467"
26129,MI,Ogemaw County,"20,997"
26131,MI,Ontonagon County,"5,720"
26133,MI,Osceola County,"23,460"
26135,MI,Oscoda County,"8,241"
26137,MI,Otsego County,"24,668"
26139,MI,Ottawa County,"291,830"
26141,MI,Presque Isle County,"12,592"
26143,MI,Roscommon County,"24,019"
26145,MI,Saginaw County,"190,539"
26147,MI,St. Clair County,"159,128"
26149,MI,St. Joseph County,"60,964"
26151,MI,Sanilac County,"41,170"
26153,MI,Schoolcraft County,"8,094"
26155,MI,Shiawassee County,"68,122"
26157,MI,Tuscola County,"52,245"
26159,MI,Van Buren County,"75,677"
26161,MI,Washtenaw County,"367,601"
26163,MI,Wayne County,"1,749,343"
26165,MI,Wexford County,"33,631"
27000,MN,Minnesota,"5,639,632"
27001,MN,Aitkin County,"15,886"
27003,MN,Anoka County,"356,921"
27005,MN,Becker County,"34,423"
27007,MN,Beltrami County,"47,188"
27009,MN,Benton County,"40,889"
27011,MN,Big Stone County,"4,991"
27013,MN,Blue Earth County,"67,653"
27015,MN,Brown County,"25,008"
27017,MN,Carlton County,"35,871"
27019,MN,Carver County,"105,089"
27021,MN,Cass County,"29,779"
27023,MN,Chippewa County,"11,800"
27025,MN,Chisago County,"56,579"
27027,MN,Clay County,"64,222"
27029,MN,Clearwater County,"8,818"
27031,MN,Cook County,"5,463"
27033,MN,Cottonwood County,"11,196"
27035,MN,Crow Wing County,"65,055"
27037,MN,Dakota County,"429,021"
27039,MN,Dodge County,"20,934"
27041,MN,Douglas County,"38,141"
27043,MN,Faribault County,"13,653"
27045,MN,Fillmore County,"21,067"
27047,MN,Freeborn County,"30,281"
27049,MN,Goodhue County,"46,340"
27051,MN,Grant County,"5,972"
27053,MN,Hennepin County,"1,265,843"
27055,MN,Houston County,"18,600"
27057,MN,Hubbard County,"21,491"
27059,MN,Isanti County,"40,596"
27061,MN,Itasca County,"45,130"
27063,MN,Jackson County,"9,846"
27065,MN,Kanabec County,"16,337"
27067,MN,Kandiyohi County,"43,199"
27069,MN,Kittson County,"4,298"
27071,MN,Koochiching County,"12,229"
27073,MN,Lac qui Parle County,"6,623"
27075,MN,Lake County,"10,641"
27077,MN,Lake of the Woods County,"3,740"
27079,MN,Le Sueur County,"28,887"
27081,MN,Lincoln County,"5,639"
27083,MN,Lyon County,"25,474"
27085,MN,McLeod County,"35,893"
27087,MN,Mahnomen County,"5,527"
27089,MN,Marshall County,"9,336"
27091,MN,Martin County,"19,683"
27093,MN,Meeker County,"23,222"
27095,MN,Mille Lacs County,"26,277"
27097,MN,Morrison County,"33,386"
27099,MN,Mower County,"40,062"
27101,MN,Murray County,"8,194"
27103,MN,Nicollet County,"34,274"
27105,MN,Nobles County,"21,629"
27107,MN,Norman County,"6,375"
27109,MN,Olmsted County,"158,293"
27111,MN,Otter Tail County,"58,746"
27113,MN,Pennington County,"14,119"
27115,MN,Pine County,"29,579"
27117,MN,Pipestone County,"9,126"
27119,MN,Polk County,"31,364"
27121,MN,Pope County,"11,249"
27123,MN,Ramsey County,"550,321"
27125,MN,Red Lake County,"4,055"
27127,MN,Redwood County,"15,170"
27129,MN,Renville County,"14,548"
27131,MN,Rice County,"66,972"
27133,MN,Rock County,"9,315"
27135,MN,Roseau County,"15,165"
27137,MN,St. Louis County,"199,070"
27139,MN,Scott County,"149,013"
27141,MN,Sherburne County,"97,238"
27143,MN,Sibley County,"14,865"
27145,MN,Stearns County,"161,075"
27147,MN,Steele County,"36,649"
27149,MN,Stevens County,"9,805"
27151,MN,Swift County,"9,266"
27153,MN,Todd County,"24,664"
27155,MN,Traverse County,"3,259"
27157,MN,Wabasha County,"21,627"
27159,MN,Wadena County,"13,682"
27161,MN,Waseca County,"18,612"
27163,MN,Washington County,"262,440"
27165,MN,Watonwan County,"10,897"
27167,MN,Wilkin County,"6,207"
27169,MN,Winona County,"50,484"
27171,MN,Wright County,"138,377"
27173,MN,Yellow Medicine County,"9,709"
28000,MS,Mississippi,"2,976,149"
28001,MS,Adams County,"30,693"
28003,MS,Alcorn County,"36,953"
28005,MS,Amite County,"12,297"
28007,MS,Attala County,"18,174"
28009,MS,Benton County,"8,259"
28011,MS,Bolivar County,"30,628"
28013,MS,Calhoun County,"14,361"
28015,MS,Carroll County,"9,947"
28017,MS,Chickasaw County,"17,103"
28019,MS,Choctaw County,"8,210"
28021,MS,Claiborne County,"8,988"
28023,MS,Clarke County,"15,541"
28025,MS,Clay County,"19,316"
28027,MS,Coahoma County,"22,124"
28029,MS,Copiah County,"28,065"
28031,MS,Covington County,"18,636"
28033,MS,DeSoto County,"184,945"
28035,MS,Forrest County,"74,897"
28037,MS,Franklin County,"7,713"
28039,MS,George County,"24,500"
28041,MS,Greene County,"13,586"
28043,MS,Grenada County,"20,758"
28045,MS,Hancock County,"47,632"
28047,MS,Harrison County,"208,080"
28049,MS,Hinds County,"231,840"
28051,MS,Holmes County,"17,010"
28053,MS,Humphreys County,"8,064"
28055,MS,Issaquena County,"1,327"
28057,MS,Itawamba County,"23,390"
28059,MS,Jackson County,"143,617"
28061,MS,Jasper County,"16,383"
28063,MS,Jefferson County,"6,990"
28065,MS,Jefferson Davis County,"11,128"
28067,MS,Jones County,"68,098"
28069,MS,Kemper County,"9,742"
28071,MS,Lafayette County,"54,019"
28073,MS,Lamar County,"63,343"
28075,MS,Lauderdale County,"74,125"
28077,MS,Lawrence County,"12,586"
28079,MS,Leake County,"22,786"
28081,MS,Lee County,"85,436"
28083,MS,Leflore County,"28,183"
28085,MS,Lincoln County,"34,153"
28087,MS,Lowndes County,"58,595"
28089,MS,Madison County,"106,272"
28091,MS,Marion County,"24,573"
28093,MS,Marshall County,"35,294"
28095,MS,Monroe County,"35,252"
28097,MS,Montgomery County,"9,775"
28099,MS,Neshoba County,"29,118"
28101,MS,Newton County,"21,018"
28103,MS,Noxubee County,"10,417"
28105,MS,Oktibbeha County,"49,587"
28107,MS,Panola County,"34,192"
28109,MS,Pearl River County,"55,535"
28111,MS,Perry County,"11,973"
28113,MS,Pike County,"39,288"
28115,MS,Pontotoc County,"32,174"
28117,MS,Prentiss County,"25,126"
28119,MS,Quitman County,"6,792"
28121,MS,Rankin County,"155,271"
28123,MS,Scott County,"28,124"
28125,MS,Sharkey County,"4,321"
28127,MS,Simpson County,"26,658"
28129,MS,Smith County,"15,916"
28131,MS,Stone County,"18,336"
28133,MS,Sunflower County,"25,110"
28135,MS,Tallahatchie County,"13,809"
28137,MS,Tate County,"28,321"
28139,MS,Tippah County,"22,015"
28141,MS,Tishomingo County,"19,383"
28143,MS,Tunica County,"9,632"
28145,MS,Union County,"28,815"
28147,MS,Walthall County,"14,286"
28149,MS,Warren County,"45,381"
28151,MS,Washington County,"43,909"
28153,MS,Wayne County,"20,183"
28155,MS,Webster County,"9,689"
28157,MS,Wilkinson County,"8,630"
28159,MS,Winston County,"17,955"
28161,MS,Yalobusha County,"12,108"
28163,MS,Yazoo County,"29,690"
29000,MO,Missouri,"6,137,428"
29001,MO,Adair County,"25,343"
29003,MO,Andrew County,"17,712"
29005,MO,Atchison County,"5,143"
29007,MO,Audrain County,"25,388"
29009,MO,Barry County,"35,789"
29011,MO,Barton County,"11,754"
29013,MO,Bates County,"16,172"
29015,MO,Benton County,"19,443"
29017,MO,Bollinger County,"12,133"
29019,MO,Boone County,"180,463"
29021,MO,Buchanan County,"87,364"
