FIPStxt,State,Area_Name,POP_ESTIMATE_2019
42025,PA,Carbon County,"64,182"
42027,PA,Centre County,"162,385"
42029,PA,Chester County,"524,989"
42031,PA,Clarion County,"38,438"
42033,PA,Clearfield County,"79,255"
42035,PA,Clinton County,"38,632"
42037,PA,Columbia County,"64,964"
42039,PA,Crawford County,"84,629"
42041,PA,Cumberland County,"253,370"
42043,PA,Dauphin County,"278,299"
42045,PA,Delaware County,"566,747"
42047,PA,Elk County,"29,910"
42049,PA,Erie County,"269,728"
42051,PA,Fayette County,"129,274"
42053,PA,Forest County,"7,247"
42055,PA,Franklin County,"155,027"
42057,PA,Fulton County,"14,530"
42059,PA,Greene County,"36,233"
42061,PA,Huntingdon County,"45,144"
42063,PA,Indiana County,"84,073"
42065,PA,Jefferson County,"43,425"
42067,PA,Juniata County,"24,763"
42069,PA,Lackawanna County,"209,674"
42071,PA,Lancaster County,"545,724"
42073,PA,Lawrence County,"85,512"
42075,PA,Lebanon County,"141,793"
42077,PA,Lehigh County,"369,318"
42079,PA,Luzerne County,"317,417"
42081,PA,Lycoming County,"113,299"
42083,PA,McKean County,"40,625"
42085,PA,Mercer County,"109,424"
42087,PA,Mifflin County,"46,138"
42089,PA,Monroe County,"170,271"
42091,PA,Montgomery County,"830,915"
42093,PA,Montour County,"18,230"
42095,PA,Northampton County,"305,285"
42097,PA,Northumberland County,"90,843"
42099,PA,Perry County,"46,272"
42101,PA,Philadelphia County,"1,584,064"
42103,PA,Pike County,"55,809"
42105,PA,Potter County,"16,526"
42107,PA,Schuylkill County,"141,359"
42109,PA,Snyder County,"40,372"
42111,PA,Somerset County,"73,447"
42113,PA,Sullivan County,"6,066"
42115,PA,Susquehanna County,"40,328"
42117,PA,Tioga County,"40,591"
42119,PA,Union County,"44,923"
42121,PA,Venango County,"50,668"
42123,PA,Warren County,"39,191"
42125,PA,Washington County,"206,865"
42127,PA,Wayne County,"51,361"
42129,PA,Westmoreland County,"348,899"
42131,PA,Wyoming County,"26,794"
42133,PA,York County,"449,058"
44000,RI,Rhode Island,"1,059,361"
44001,RI,Bristol County,"48,479"
44003,RI,Kent County,"164,292"
44005,RI,Newport County,"82,082"
44007,RI,Providence County,"638,931"
44009,RI,Washington County,"125,577"
45000,SC,South Carolina,"5,148,714"
45001,SC,Abbeville County,"24,527"
45003,SC,Aiken County,"170,872"
45005,SC,Allendale County,"8,688"
45007,SC,Anderson County,"202,558"
45009,SC,Bamberg County,"14,066"
45011,SC,Barnwell County,"20,866"
45013,SC,Beaufort County,"192,122"
45015,SC,Berkeley County,"227,907"
45017,SC,Calhoun County,"14,553"
45019,SC,Charleston County,"411,406"
45021,SC,Cherokee County,"57,300"
45023,SC,Chester County,"32,244"
45025,SC,Chesterfield County,"45,650"
45027,SC,Clarendon County,"33,745"
45029,SC,Colleton County,"37,677"
45031,SC,Darlington County,"66,618"
45033,SC,Dillon County,"30,479"
45035,SC,Dorchester County,"162,809"
45037,SC,Edgefield County,"27,260"
45039,SC,Fairfield County,"22,347"
45041,SC,Florence County,"138,293"
45043,SC,Georgetown County,"62,680"
45045,SC,Greenville County,"523,542"
45047,SC,Greenwood County,"70,811"
45049,SC,Hampton County,"19,222"
45051,SC,Horry County,"354,081"
45053,SC,Jasper County,"30,073"
45055,SC,Kershaw County,"66,551"
45057,SC,Lancaster County,"98,012"
45059,SC,Laurens County,"67,493"
45061,SC,Lee County,"16,828"
45063,SC,Lexington County,"298,750"
45065,SC,McCormick County,"9,463"
45067,SC,Marion County,"30,657"
45069,SC,Marlboro County,"26,118"
45071,SC,Newberry County,"38,440"
45073,SC,Oconee County,"79,546"
45075,SC,Orangeburg County,"86,175"
45077,SC,Pickens County,"126,884"
45079,SC,Richland County,"415,759"
45081,SC,Saluda County,"20,473"
45083,SC,Spartanburg County,"319,785"
45085,SC,Sumter County,"106,721"
45087,SC,Union County,"27,316"
45089,SC,Williamsburg County,"30,368"
45091,SC,York County,"280,979"
46000,SD,South Dakota,"884,659"
46003,SD,Aurora County,"2,751"
46005,SD,Beadle County,"18,453"
46007,SD,Bennett County,"3,365"
46009,SD,Bon Homme County,"6,901"
46011,SD,Brookings County,"35,077"
46013,SD,Brown County,"38,839"
46015,SD,Brule County,"5,297"
46017,SD,Buffalo County,"1,962"
46019,SD,Butte County,"10,429"
46021,SD,Campbell County,"1,376"
46023,SD,Charles Mix County,"9,292"
46025,SD,Clark County,"3,736"
46027,SD,Clay County,"14,070"
46029,SD,Codington County,"28,009"
46031,SD,Corson County,"4,086"
46033,SD,Custer County,"8,972"
46035,SD,Davison County,"19,775"
46037,SD,Day County,"5,424"
46039,SD,Deuel County,"4,351"
46041,SD,Dewey County,"5,892"
46043,SD,Douglas County,"2,921"
46045,SD,Edmunds County,"3,829"
46047,SD,Fall River County,"6,713"
46049,SD,Faulk County,"2,299"
46051,SD,Grant County,"7,052"
46053,SD,Gregory County,"4,185"
46055,SD,Haakon County,"1,899"
46057,SD,Hamlin County,"6,164"
46059,SD,Hand County,"3,191"
46061,SD,Hanson County,"3,453"
46063,SD,Harding County,"1,298"
46065,SD,Hughes County,"17,526"
46067,SD,Hutchinson County,"7,291"
46069,SD,Hyde County,"1,301"
46071,SD,Jackson County,"3,344"
46073,SD,Jerauld County,"2,013"
46075,SD,Jones County,903
46077,SD,Kingsbury County,"4,939"
46079,SD,Lake County,"12,797"
46081,SD,Lawrence County,"25,844"
46083,SD,Lincoln County,"61,128"
46085,SD,Lyman County,"3,781"
46087,SD,McCook County,"5,586"
46089,SD,McPherson County,"2,379"
46091,SD,Marshall County,"4,935"
46093,SD,Meade County,"28,332"
46095,SD,Mellette County,"2,061"
46097,SD,Miner County,"2,216"
46099,SD,Minnehaha County,"193,134"
46101,SD,Moody County,"6,576"
46102,SD,Oglala Lakota County,"14,177"
46103,SD,Pennington County,"113,775"
46105,SD,Perkins County,"2,865"
46107,SD,Potter County,"2,153"
46109,SD,Roberts County,"10,394"
46111,SD,Sanborn County,"2,344"
46115,SD,Spink County,"6,376"
46117,SD,Stanley County,"3,098"
46119,SD,Sully County,"1,391"
46121,SD,Todd County,"10,177"
46123,SD,Tripp County,"5,441"
46125,SD,Turner County,"8,384"
46127,SD,Union County,"15,932"
46129,SD,Walworth County,"5,435"
46135,SD,Yankton County,"22,814"
46137,SD,Ziebach County,"2,756"
47000,TN,Tennessee,"6,829,174"
47001,TN,Anderson County,"76,978"
47003,TN,Bedford County,"49,713"
47005,TN,Benton County,"16,160"
47007,TN,Bledsoe County,"15,064"
47009,TN,Blount County,"133,088"
47011,TN,Bradley County,"108,110"
47013,TN,Campbell County,"39,842"
47015,TN,Cannon County,"14,678"
47017,TN,Carroll County,"27,767"
47019,TN,Carter County,"56,391"
47021,TN,Cheatham County,"40,667"
47023,TN,Chester County,"17,297"
47025,TN,Claiborne County,"31,959"
47027,TN,Clay County,"7,615"
47029,TN,Cocke County,"36,004"
47031,TN,Coffee County,"56,520"
47033,TN,Crockett County,"14,230"
47035,TN,Cumberland County,"60,520"
47037,TN,Davidson County,"694,144"
47039,TN,Decatur County,"11,663"
47041,TN,DeKalb County,"20,490"
47043,TN,Dickson County,"53,948"
47045,TN,Dyer County,"37,159"
47047,TN,Fayette County,"41,133"
47049,TN,Fentress County,"18,523"
47051,TN,Franklin County,"42,208"
47053,TN,Gibson County,"49,133"
47055,TN,Giles County,"29,464"
47057,TN,Grainger County,"23,320"
47059,TN,Greene County,"69,069"
47061,TN,Grundy County,"13,427"
47063,TN,Hamblen County,"64,934"
47065,TN,Hamilton County,"367,804"
47067,TN,Hancock County,"6,620"
47069,TN,Hardeman County,"25,050"
47071,TN,Hardin County,"25,652"
47073,TN,Hawkins County,"56,786"
47075,TN,Haywood County,"17,304"
47077,TN,Henderson County,"28,117"
47079,TN,Henry County,"32,345"
47081,TN,Hickman County,"25,178"
47083,TN,Houston County,"8,201"
47085,TN,Humphreys County,"18,582"
47087,TN,Jackson County,"11,786"
47089,TN,Jefferson County,"54,495"
47091,TN,Johnson County,"17,788"
47093,TN,Knox County,"470,313"
47095,TN,Lake County,"7,016"
47097,TN,Lauderdale County,"25,633"
47099,TN,Lawrence County,"44,142"
47101,TN,Lewis County,"12,268"
47103,TN,Lincoln County,"34,366"
47105,TN,Loudon County,"54,068"
47107,TN,McMinn County,"53,794"
47109,TN,McNairy County,"25,694"
47111,TN,Macon County,"24,602"
47113,TN,Madison County,"97,984"
47115,TN,Marion County,"28,907"
47117,TN,Marshall County,"34,375"
47119,TN,Maury County,"96,387"
47121,TN,Meigs County,"12,422"
47123,TN,Monroe County,"46,545"
47125,TN,Montgomery County,"208,993"
47127,TN,Moore County,"6,488"
47129,TN,Morgan County,"21,403"
47131,TN,Obion County,"30,069"
47133,TN,Overton County,"22,241"
47135,TN,Perry County,"8,076"
47137,TN,Pickett County,"5,048"
47139,TN,Polk County,"16,832"
47141,TN,Putnam County,"80,245"
47143,TN,Rhea County,"33,167"
47145,TN,Roane County,"53,382"
47147,TN,Robertson County,"71,813"
47149,TN,Rutherford County,"332,285"
47151,TN,Scott County,"22,068"
47153,TN,Sequatchie County,"15,026"
47155,TN,Sevier County,"98,250"
47157,TN,Shelby County,"937,166"
47159,TN,Smith County,"20,157"
47161,TN,Stewart County,"13,715"
47163,TN,Sullivan County,"158,348"
47165,TN,Sumner County,"191,283"
47167,TN,Tipton County,"61,599"
47169,TN,Trousdale County,"11,284"
47171,TN,Unicoi County,"17,883"
47173,TN,Union County,"19,972"
47175,TN,Van Buren County,"5,872"
47177,TN,Warren County,"41,277"
47179,TN,Washington County,"129,375"
47181,TN,Wayne County,"16,673"
47183,TN,Weakley County,"33,328"
47185,TN,White County,"27,345"
47187,TN,Williamson County,"238,412"
47189,TN,Wilson County,"144,657"
48000,TX,Texas,"28,995,881"
48001,TX,Anderson County,"57,735"
48003,TX,Andrews County,"18,705"
48005,TX,Angelina County,"86,715"
48007,TX,Aransas County,"23,510"
48009,TX,Archer County,"8,553"
48011,TX,Armstrong County,"1,887"
48013,TX,Atascosa County,"51,153"
48015,TX,Austin County,"30,032"
48017,TX,Bailey County,"7,000"
48019,TX,Bandera County,"23,112"
48021,TX,Bastrop County,"88,723"
48023,TX,Baylor County,"3,509"
48025,TX,Bee County,"32,565"
48027,TX,Bell County,"362,924"
48029,TX,Bexar County,"2,003,554"
48031,TX,Blanco County,"11,931"
48033,TX,Borden County,654
48035,TX,Bosque County,"18,685"
48037,TX,Bowie County,"93,245"
48039,TX,Brazoria County,"374,264"
48041,TX,Brazos County,"229,211"
48043,TX,Brewster County,"9,203"
48045,TX,Briscoe County,"1,546"
48047,TX,Brooks County,"7,093"
48049,TX,Brown County,"37,864"
48051,TX,Burleson County,"18,443"
48053,TX,Burnet County,"48,155"
48055,TX,Caldwell County,"43,664"
48057,TX,Calhoun County,"21,290"
48059,TX,Callahan County,"13,943"
48061,TX,Cameron County,"423,163"
48063,TX,Camp County,"13,094"
48065,TX,Carson County,"5,926"
48067,TX,Cass County,"30,026"
48069,TX,Castro County,"7,530"
48071,TX,Chambers County,"43,837"
48073,TX,Cherokee County,"52,646"
48075,TX,Childress County,"7,306"
48077,TX,Clay County,"10,471"
48079,TX,Cochran County,"2,853"
48081,TX,Coke County,"3,387"
48083,TX,Coleman County,"8,175"
48085,TX,Collin County,"1,034,730"
48087,TX,Collingsworth County,"2,920"
48089,TX,Colorado County,"21,493"
48091,TX,Comal County,"156,209"
48093,TX,Comanche County,"13,635"
48095,TX,Concho County,"2,726"
48097,TX,Cooke County,"41,257"
48099,TX,Coryell County,"75,951"
48101,TX,Cottle County,"1,398"
48103,TX,Crane County,"4,797"
48105,TX,Crockett County,"3,464"
48107,TX,Crosby County,"5,737"
48109,TX,Culberson County,"2,171"
48111,TX,Dallam County,"7,287"
48113,TX,Dallas County,"2,635,516"
48115,TX,Dawson County,"12,728"
48117,TX,Deaf Smith County,"18,546"
48119,TX,Delta County,"5,331"
48121,TX,Denton County,"887,207"
48123,TX,DeWitt County,"20,160"
48125,TX,Dickens County,"2,211"
48127,TX,Dimmit County,"10,124"
48129,TX,Donley County,"3,278"
48131,TX,Duval County,"11,157"
48133,TX,Eastland County,"18,360"
48135,TX,Ector County,"166,223"
48137,TX,Edwards County,"1,932"
48139,TX,Ellis County,"184,826"
48141,TX,El Paso County,"839,238"
48143,TX,Erath County,"42,698"
48145,TX,Falls County,"17,297"
48147,TX,Fannin County,"35,514"
48149,TX,Fayette County,"25,346"
48151,TX,Fisher County,"3,830"
48153,TX,Floyd County,"5,712"
48155,TX,Foard County,"1,155"
48157,TX,Fort Bend County,"811,688"
48159,TX,Franklin County,"10,725"
48161,TX,Freestone County,"19,717"
48163,TX,Frio County,"20,306"
48165,TX,Gaines County,"21,492"
48167,TX,Galveston County,"342,139"
48169,TX,Garza County,"6,229"
48171,TX,Gillespie County,"26,988"
48173,TX,Glasscock County,"1,409"
48175,TX,Goliad County,"7,658"
48177,TX,Gonzales County,"20,837"
48179,TX,Gray County,"21,886"
48181,TX,Grayson County,"136,212"
48183,TX,Gregg County,"123,945"
48185,TX,Grimes County,"28,880"
48187,TX,Guadalupe County,"166,847"
48189,TX,Hale County,"33,406"
48191,TX,Hall County,"2,964"
48193,TX,Hamilton County,"8,461"
48195,TX,Hansford County,"5,399"
48197,TX,Hardeman County,"3,933"
48199,TX,Hardin County,"57,602"
48201,TX,Harris County,"4,713,325"
48203,TX,Harrison County,"66,553"
48205,TX,Hartley County,"5,576"
48207,TX,Haskell County,"5,658"
48209,TX,Hays County,"230,191"
48211,TX,Hemphill County,"3,819"
48213,TX,Henderson County,"82,737"
48215,TX,Hidalgo County,"868,707"
48217,TX,Hill County,"36,649"
48219,TX,Hockley County,"23,021"
48221,TX,Hood County,"61,643"
48223,TX,Hopkins County,"37,084"
48225,TX,Houston County,"22,968"
48227,TX,Howard County,"36,664"
48229,TX,Hudspeth County,"4,886"
48231,TX,Hunt County,"98,594"
48233,TX,Hutchinson County,"20,938"
48235,TX,Irion County,"1,536"
48237,TX,Jack County,"8,935"
48239,TX,Jackson County,"14,760"
48241,TX,Jasper County,"35,529"
48243,TX,Jeff Davis County,"2,274"
48245,TX,Jefferson County,"251,565"
48247,TX,Jim Hogg County,"5,200"
48249,TX,Jim Wells County,"40,482"
48251,TX,Johnson County,"175,817"
48253,TX,Jones County,"20,083"
48255,TX,Karnes County,"15,601"
48257,TX,Kaufman County,"136,154"
48259,TX,Kendall County,"47,431"
48261,TX,Kenedy County,404
48263,TX,Kent County,762
48265,TX,Kerr County,"52,600"
48267,TX,Kimble County,"4,337"
48269,TX,King County,272
48271,TX,Kinney County,"3,667"
48273,TX,Kleberg County,"30,680"
48275,TX,Knox County,"3,664"
48277,TX,Lamar County,"49,859"
48279,TX,Lamb County,"12,893"
48281,TX,Lampasas County,"21,428"
48283,TX,La Salle County,"7,520"
48285,TX,Lavaca County,"20,154"
48287,TX,Lee County,"17,239"
48289,TX,Leon County,"17,404"
48291,TX,Liberty County,"88,219"
48293,TX,Limestone County,"23,437"
48295,TX,Lipscomb County,"3,233"
48297,TX,Live Oak County,"12,207"
48299,TX,Llano County,"21,795"
48301,TX,Loving County,169
48303,TX,Lubbock County,"310,569"
48305,TX,Lynn County,"5,951"
48307,TX,McCulloch County,"7,984"
48309,TX,McLennan County,"256,623"
48311,TX,McMullen County,743
48313,TX,Madison County,"14,284"
48315,TX,Marion County,"9,854"
48317,TX,Martin County,"5,771"
48319,TX,Mason County,"4,274"
48321,TX,Matagorda County,"36,643"
48323,TX,Maverick County,"58,722"
48325,TX,Medina County,"51,584"
48327,TX,Menard County,"2,138"
48329,TX,Midland County,"176,832"
48331,TX,Milam County,"24,823"
48333,TX,Mills County,"4,873"
48335,TX,Mitchell County,"8,545"
48337,TX,Montague County,"19,818"
48339,TX,Montgomery County,"607,391"
48341,TX,Moore County,"20,940"
48343,TX,Morris County,"12,388"
48345,TX,Motley County,"1,200"
48347,TX,Nacogdoches County,"65,204"
48349,TX,Navarro County,"50,113"
48351,TX,Newton County,"13,595"
48353,TX,Nolan County,"14,714"
48355,TX,Nueces County,"362,294"
48357,TX,Ochiltree County,"9,836"
48359,TX,Oldham County,"2,112"
48361,TX,Orange County,"83,396"
48363,TX,Palo Pinto County,"29,189"
48365,TX,Panola County,"23,194"
48367,TX,Parker County,"142,878"
48369,TX,Parmer County,"9,605"
48371,TX,Pecos County,"15,823"
48373,TX,Polk County,"51,353"
48375,TX,Potter County,"117,415"
48377,TX,Presidio County,"6,704"
48379,TX,Rains County,"12,514"
48381,TX,Randall County,"137,713"
48383,TX,Reagan County,"3,849"
48385,TX,Real County,"3,452"
48387,TX,Red River County,"12,023"
48389,TX,Reeves County,"15,976"
48391,TX,Refugio County,"6,948"
48393,TX,Roberts County,854
48395,TX,Robertson County,"17,074"
48397,TX,Rockwall County,"104,915"
48399,TX,Runnels County,"10,264"
48401,TX,Rusk County,"54,406"
48403,TX,Sabine County,"10,542"
48405,TX,San Augustine County,"8,237"
48407,TX,San Jacinto County,"28,859"
48409,TX,San Patricio County,"66,730"
48411,TX,San Saba County,"6,055"
48413,TX,Schleicher County,"2,793"
48415,TX,Scurry County,"16,703"
48417,TX,Shackelford County,"3,265"
48419,TX,Shelby County,"25,274"
48421,TX,Sherman County,"3,022"
48423,TX,Smith County,"232,751"
48425,TX,Somervell County,"9,128"
48427,TX,Starr County,"64,633"
48429,TX,Stephens County,"9,366"
48431,TX,Sterling County,"1,291"
48433,TX,Stonewall County,"1,350"
48435,TX,Sutton County,"3,776"
48437,TX,Swisher County,"7,397"
48439,TX,Tarrant County,"2,102,515"
48441,TX,Taylor County,"138,034"
48443,TX,Terrell County,776
48445,TX,Terry County,"12,337"
48447,TX,Throckmorton County,"1,501"
48449,TX,Titus County,"32,750"
48451,TX,Tom Green County,"119,200"
48453,TX,Travis County,"1,273,954"
48455,TX,Trinity County,"14,651"
48457,TX,Tyler County,"21,672"
48459,TX,Upshur County,"41,753"
48461,TX,Upton County,"3,657"
48463,TX,Uvalde County,"26,741"
48465,TX,Val Verde County,"49,025"
48467,TX,Van Zandt County,"56,590"
48469,TX,Victoria County,"92,084"
48471,TX,Walker County,"72,971"
48473,TX,Waller County,"55,246"
48475,TX,Ward County,"11,998"
48477,TX,Washington County,"35,882"
48479,TX,Webb County,"276,652"
48481,TX,Wharton County,"41,556"
48483,TX,Wheeler County,"5,056"
48485,TX,Wichita County,"132,230"
48487,TX,Wilbarger County,"12,769"
48489,TX,Willacy County,"21,358"
48491,TX,Williamson County,"590,551"
48493,TX,Wilson County,"51,070"
48495,TX,Winkler County,"8,010"
48497,TX,Wise County,"69,984"
48499,TX,Wood County,"45,539"
48501,TX,Yoakum County,"8,713"
48503,TX,Young County,"18,010"
48505,TX,Zapata County,"14,179"
48507,TX,Zavala County,"11,840"
49000,UT,Utah,"3,205,958"
49001,UT,Beaver County,"6,710"
49003,UT,Box Elder County,"56,046"
49005,UT,Cache County,"128,289"
49007,UT,Carbon County,"20,463"
49009,UT,Daggett County,950
49011,UT,Davis County,"355,481"
49013,UT,Duchesne County,"19,938"
49015,UT,Emery County,"10,012"
49017,UT,Garfield County,"5,051"
49019,UT,Grand County,"9,754"
49021,UT,Iron County,"54,839"
49023,UT,Juab County,"12,017"
49025,UT,Kane County,"7,886"
49027,UT,Millard County,"13,188"
49029,UT,Morgan County,"12,124"
49031,UT,Piute County,"1,479"
49033,UT,Rich County,"2,483"
49035,UT,Salt Lake County,"1,160,437"
49037,UT,San Juan County,"15,308"
49039,UT,Sanpete County,"30,939"
49041,UT,Sevier County,"21,620"
49043,UT,Summit County,"42,145"
49045,UT,Tooele County,"72,259"
49047,UT,Uintah County,"35,734"
49049,UT,Utah County,"636,235"
49051,UT,Wasatch County,"34,091"
49053,UT,Washington County,"177,556"
49055,UT,Wayne County,"2,711"
49057,UT,Weber County,"260,213"
50000,VT,Vermont,"623,989"
50001,VT,Addison County,"36,777"
50003,VT,Bennington County,"35,470"
50005,VT,Caledonia County,"29,993"
50007,VT,Chittenden County,"163,774"
50009,VT,Essex County,"6,163"
50011,VT,Franklin County,"49,402"
50013,VT,Grand Isle County,"7,235"
50015,VT,Lamoille County,"25,362"
50017,VT,Orange County,"28,892"
50019,VT,Orleans County,"27,037"
50021,VT,Rutland County,"58,191"
50023,VT,Washington County,"58,409"
50025,VT,Windham County,"42,222"
50027,VT,Windsor County,"55,062"
51000,VA,Virginia,"8,535,519"
51001,VA,Accomack County,"32,316"
51003,VA,Albemarle County,"109,330"
51005,VA,Alleghany County,"14,860"
51007,VA,Amelia County,"13,145"
51009,VA,Amherst County,"31,605"
51011,VA,Appomattox County,"15,911"
51013,VA,Arlington County,"236,842"
51015,VA,Augusta County,"75,558"
51017,VA,Bath County,"4,147"
51019,VA,Bedford County,"78,997"
51021,VA,Bland County,"6,280"
51023,VA,Botetourt County,"33,419"
51025,VA,Brunswick County,"16,231"
51027,VA,Buchanan County,"21,004"
51029,VA,Buckingham County,"17,148"
51031,VA,Campbell County,"54,885"
51033,VA,Caroline County,"30,725"
51035,VA,Carroll County,"29,791"
51036,VA,Charles City County,"6,963"
51037,VA,Charlotte County,"11,880"
51041,VA,Chesterfield County,"352,802"
51043,VA,Clarke County,"14,619"
51045,VA,Craig County,"5,131"
51047,VA,Culpeper County,"52,605"
51049,VA,Cumberland County,"9,932"
51051,VA,Dickenson County,"14,318"
51053,VA,Dinwiddie County,"28,544"
51057,VA,Essex County,"10,953"
51059,VA,Fairfax County,"1,147,532"
51061,VA,Fauquier County,"71,222"
51063,VA,Floyd County,"15,749"
51065,VA,Fluvanna County,"27,270"
51067,VA,Franklin County,"56,042"
51069,VA,Frederick County,"89,313"
51071,VA,Giles County,"16,720"
51073,VA,Gloucester County,"37,348"
51075,VA,Goochland County,"23,753"
51077,VA,Grayson County,"15,550"
51079,VA,Greene County,"19,819"
51081,VA,Greensville County,"11,336"
51083,VA,Halifax County,"33,911"
51085,VA,Hanover County,"107,766"
51087,VA,Henrico County,"330,818"
51089,VA,Henry County,"50,557"
51091,VA,Highland County,"2,190"
51093,VA,Isle of Wight County,"37,109"
51095,VA,James City County,"76,523"
51097,VA,King and Queen County,"7,025"
51099,VA,King George County,"26,836"
51101,VA,King William County,"17,148"
51103,VA,Lancaster County,"10,603"
51105,VA,Lee County,"23,423"
51107,VA,Loudoun County,"413,538"
51109,VA,Louisa County,"37,591"
51111,VA,Lunenburg County,"12,196"
51113,VA,Madison County,"13,261"
51115,VA,Mathews County,"8,834"
51117,VA,Mecklenburg County,"30,587"
51119,VA,Middlesex County,"10,582"
51121,VA,Montgomery County,"98,535"
51125,VA,Nelson County,"14,930"
51127,VA,New Kent County,"23,091"
51131,VA,Northampton County,"11,710"
51133,VA,Northumberland County,"12,095"
51135,VA,Nottoway County,"15,232"
51137,VA,Orange County,"37,051"
51139,VA,Page County,"23,902"
51141,VA,Patrick County,"17,608"
51143,VA,Pittsylvania County,"60,354"
51145,VA,Powhatan County,"29,652"
51147,VA,Prince Edward County,"22,802"
51149,VA,Prince George County,"38,353"
51153,VA,Prince William County,"470,335"
51155,VA,Pulaski County,"34,027"
51157,VA,Rappahannock County,"7,370"
51159,VA,Richmond County,"9,023"
51161,VA,Roanoke County,"94,186"
51163,VA,Rockbridge County,"22,573"
51165,VA,Rockingham County,"81,948"
51167,VA,Russell County,"26,586"
51169,VA,Scott County,"21,566"
51171,VA,Shenandoah County,"43,616"
51173,VA,Smyth County,"30,104"
51175,VA,Southampton County,"17,631"
51177,VA,Spotsylvania County,"136,215"
51179,VA,Stafford County,"152,882"
51181,VA,Surry County,"6,422"
51183,VA,Sussex County,"11,159"
51185,VA,Tazewell County,"40,595"
51187,VA,Warren County,"40,164"
51191,VA,Washington County,"53,740"
51193,VA,Westmoreland County,"18,015"
51195,VA,Wise County,"37,383"
51197,VA,Wythe County,"28,684"
51199,VA,York County,"68,280"
51510,VA,Alexandria city,"159,428"
51520,VA,Bristol city,"16,762"
51530,VA,Buena Vista city,"6,478"
51540,VA,Charlottesville city,"47,266"
51550,VA,Chesapeake city,"244,835"
51570,VA,Colonial Heights city,"17,370"
51580,VA,Covington city,"5,538"
51590,VA,Danville city,"40,044"
51595,VA,Emporia city,"5,346"
51600,VA,Fairfax city,"24,019"
51610,VA,Falls Church city,"14,617"
51620,VA,Franklin city,"7,967"
51630,VA,Fredericksburg city,"29,036"
51640,VA,Galax city,"6,347"
51650,VA,Hampton city,"134,510"
51660,VA,Harrisonburg city,"53,016"
51670,VA,Hopewell city,"22,529"
51678,VA,Lexington city,"7,446"
51680,VA,Lynchburg city,"82,168"
51683,VA,Manassas city,"41,085"
51685,VA,Manassas Park city,"17,478"
51690,VA,Martinsville city,"12,554"
51700,VA,Newport News city,"179,225"
51710,VA,Norfolk city,"242,742"
51720,VA,Norton city,"3,981"
51730,VA,Petersburg city,"31,346"
51735,VA,Poquoson city,"12,271"
51740,VA,Portsmouth city,"94,398"
51750,VA,Radford city,"18,249"
51760,VA,Richmond city,"230,436"
51770,VA,Roanoke city,"99,143"
51775,VA,Salem city,"25,301"
51790,VA,Staunton city,"24,932"
51800,VA,Suffolk city,"92,108"
51810,VA,Virginia Beach city,"449,974"
51820,VA,Waynesboro city,"22,630"
51830,VA,Williamsburg city,"14,954"
51840,VA,Winchester city,"28,078"
53000,WA,Washington,"7,614,893"
53001,WA,Adams County,"19,983"
53003,WA,Asotin County,"22,582"
53005,WA,Benton County,"204,390"
53007,WA,Chelan County,"77,200"
53009,WA,Clallam County,"77,331"
53011,WA,Clark County,"488,241"
53013,WA,Columbia County,"3,985"
53015,WA,Cowlitz County,"110,593"
53017,WA,Douglas County,"43,429"
53019,WA,Ferry County,"7,627"
53021,WA,Franklin County,"95,222"
53023,WA,Garfield County,"2,225"
53025,WA,Grant County,"97,733"
53027,WA,Grays Harbor County,"75,061"
53029,WA,Island County,"85,141"
53031,WA,Jefferson County,"32,221"
53033,WA,King County,"2,252,782"
53035,WA,Kitsap County,"271,473"
53037,WA,Kittitas County,"47,935"
53039,WA,Klickitat County,"22,425"
53041,WA,Lewis County,"80,707"
53043,WA,Lincoln County,"10,939"
53045,WA,Mason County,"66,768"
53047,WA,Okanogan County,"42,243"
53049,WA,Pacific County,"22,471"
53051,WA,Pend Oreille County,"13,724"
53053,WA,Pierce County,"904,980"
53055,WA,San Juan County,"17,582"
53057,WA,Skagit County,"129,205"
53059,WA,Skamania County,"12,083"
53061,WA,Snohomish County,"822,083"
53063,WA,Spokane County,"522,798"
53065,WA,Stevens County,"45,723"
53067,WA,Thurston County,"290,536"
53069,WA,Wahkiakum County,"4,488"
53071,WA,Walla Walla County,"60,760"
53073,WA,Whatcom County,"229,247"
53075,WA,Whitman County,"50,104"
53077,WA,Yakima County,"250,873"
54000,WV,West Virginia,"1,792,147"
54001,WV,Barbour County,"16,441"
54003,WV,Berkeley County,"119,171"
54005,WV,Boone County,"21,457"
54007,WV,Braxton County,"13,957"
54009,WV,Brooke County,"21,939"
54011,WV,Cabell County,"91,945"
54013,WV,Calhoun County,"7,109"
54015,WV,Clay County,"8,508"
54017,WV,Doddridge County,"8,448"
54019,WV,Fayette County,"42,406"
54021,WV,Gilmer County,"7,823"
54023,WV,Grant County,"11,568"
54025,WV,Greenbrier County,"34,662"
54027,WV,Hampshire County,"23,175"
54029,WV,Hancock County,"28,810"
54031,WV,Hardy County,"13,776"
54033,WV,Harrison County,"67,256"
54035,WV,Jackson County,"28,576"
54037,WV,Jefferson County,"57,146"
54039,WV,Kanawha County,"178,124"
54041,WV,Lewis County,"15,907"
54043,WV,Lincoln County,"20,409"
54045,WV,Logan County,"32,019"
54047,WV,McDowell County,"17,624"
54049,WV,Marion County,"56,072"
54051,WV,Marshall County,"30,531"
